unique_id,Unnamed: 0,AutoARIMA,AutoTheta,AutoETS,CES,MSTL,SeasonalNaive,WindowAverage,SeasWA,Naive,prophet,best_model
127_CPU,90986565208.22481,45425412833.85893,47221736510.01093,45659572373.762405,79912808460.44637,45411333091.22208,47155415861.9236,44673947476.914566,47155415861.9236,46420476895.1292,44843254821.8886,WindowAverage
128_CPU,71870240056.4125,69398885369.4517,25997987779.735966,26051220239.962975,22630559651.989315,24580900381.22592,81453030730.14519,23171187615.426247,81453030730.14519,26241004831.39971,21505388868.98502,prophet
129_CPU,76371895863.2683,74107184937.11874,28935040605.937084,28469876050.421925,23715937500.285618,26324516690.055393,78477749192.45749,24470069749.338055,78477749192.45749,26954329169.66624,23722529505.180424,CES
12_CPU,66014732322.791046,2802407838.1058826,2976942569.30636,2770645835.8262753,5665909769.623485,2890496176.9597826,3110582030.5518985,2782032286.40651,3110582030.5518985,2779409941.070777,3642845239.297073,AutoETS
130_CPU,75305252756.14476,72979592700.21175,29912664185.241096,28553263387.795635,22700090624.106655,27453719502.1691,70189279697.41351,23314461104.267914,70189279697.41351,30105961909.88272,28206609361.312984,CES
131_CPU,42732285859.39183,42791923276.00394,17701406284.84855,18536489934.12508,35678805111.791405,17403803178.6771,18264324825.51147,17532552956.27465,18264324825.51147,20771074500.90465,19076796425.277832,MSTL
132_CPU,44465137030.778984,30288148721.269848,19213453778.720646,19740087296.981915,40624401378.71024,19702633516.872753,20350773665.261127,19252888904.921803,20350773665.261127,20338554650.311756,21879956566.771652,AutoTheta
133_CPU,42832704487.313835,30204022447.525646,17882581035.019615,18180017685.12307,38239729635.14713,18449536147.22131,19321820989.853195,18323380912.449574,19321820989.853195,18354692790.197227,22072964813.620846,AutoTheta
134_CPU,43026516520.70287,43033106714.44385,17578320991.169556,17761840545.259815,35901805893.661095,17927160332.312057,18817113395.213146,17922246143.42484,18817113395.213146,18020132715.851242,18895774409.17292,AutoTheta
135_CPU,42521226271.424995,18033341948.52769,17632406118.695038,18009532115.568455,38620805762.67452,18454718764.72353,19153082358.217457,17556772013.8708,19153082358.217457,18138302265.834167,20156286050.246548,WindowAverage
136_CPU,41323378838.15821,40505475498.87536,17347016618.898888,17507700972.517124,38174629295.97973,17825823761.045776,18012829871.56148,17648207604.990902,18012829871.56148,17264915669.809265,17987722446.40845,Naive
137_CPU,37023860219.46643,13491371842.51943,13230603968.567204,13485748520.613466,30782371136.118095,13500606844.567642,14172538964.05625,13533110269.842281,14172538964.05625,13443614338.54055,17598983580.287766,AutoTheta
138_CPU,37828006672.392784,14379630849.73348,14547260119.50089,14719714223.816776,15961062223.330929,15020910252.348879,15232415260.530952,14619997341.145031,15232415260.530952,14595708474.3924,18225943235.51377,AutoARIMA
139_CPU,42070518733.462006,17468628893.213207,17149605307.584265,17436002254.65402,17878535165.949806,17578000280.831566,18289923751.856358,17393209004.340538,18289923751.856358,17944614169.811035,20176558558.56671,AutoTheta
13_CPU,74488031686.15692,2779326672.0892663,2805964939.4367146,2779328641.128599,17340595844.429585,2819345242.1763678,3088211120.990291,2778849131.346014,3088211120.990291,2779745148.0375447,15285187638.599648,WindowAverage
140_CPU,40537379498.56147,16000553791.148443,15972872880.54968,16101318228.470728,17452967920.23593,16221425409.503918,17539209996.440453,16364267412.05597,17539209996.440453,15509012203.574299,17278449031.87072,Naive
141_CPU,38569903679.61356,15435995345.316296,15190297816.855375,15401660445.040703,29021892829.023388,15364809897.57354,16182835634.084747,15444508526.17317,16182835634.084747,15514812782.735718,18632491919.144432,AutoTheta
142_CPU,42038977117.88137,17092742739.721369,16657905896.160597,17243315697.277775,18832444935.019688,17387980964.37272,17811514424.256237,17079867694.365526,17811514424.256237,16874566680.497723,20124617793.235344,AutoTheta
143_CPU,42956747208.85778,17442484167.382107,16928279900.36509,17481829420.428123,19221818872.511185,17584576852.312946,18971552089.357525,17593751102.124825,18971552089.357525,18495091922.480083,19403527692.939644,AutoTheta
144_CPU,39888878429.42169,17863393709.671993,15386815305.460598,15806436203.902763,17442128900.4545,15918011910.036436,15902256500.083174,15803826781.50351,15902256500.083174,15616895152.981539,19118675204.430225,AutoTheta
145_CPU,39676567328.08996,15345963850.747217,14793596718.860857,15290879948.247713,15049158553.402071,15383912213.227905,16019621875.039461,15365797265.481266,16019621875.039461,15096309865.774416,18059361727.869286,AutoTheta
146_CPU,37196291082.77155,24568383442.186028,14036504529.802355,14723736369.265846,15223923512.464857,14976520936.984486,15157097535.163881,14274980543.52743,15157097535.163881,14563419739.695139,16616584750.374115,AutoTheta
147_CPU,43265949029.98602,18516870222.390514,18348986606.585697,18448171469.213757,17988642829.16495,18545086159.70909,18763017673.140774,18530787437.11225,18763017673.140774,18254968024.18314,20552482112.68354,CES
148_CPU,40438811741.50741,16497788348.40497,16072430647.315857,16449723909.126377,16414090029.892378,16591195826.46244,17348442843.185204,16595833813.441982,17348442843.185204,16429876609.130428,19400870280.740803,AutoTheta
149_CPU,38578783542.66508,14925816327.823177,14826657633.822697,15152735073.478159,16567388875.553938,15178033990.865446,15695027713.977427,15136104194.59237,15695027713.977427,15347219844.181103,17975425505.58307,AutoTheta
14_CPU,34244182340.94659,12224344613.405624,12280174234.852068,11870522548.58723,15907006255.307459,11957256120.213768,12606804624.885902,12327808004.777674,12606804624.885902,12298944225.672752,14668816970.927254,AutoETS
150_CPU,38034909831.75523,14472008492.071527,14145337817.657671,14736025723.92814,14705101213.411243,14927181577.58546,15495646364.924833,14524292724.842894,15495646364.924833,14595927313.572477,18245048091.252857,AutoTheta
151_CPU,38947531454.818245,19032901310.01469,14913528604.061296,15491642435.134684,28246668924.90238,15594634717.354853,16436066642.707455,15335478263.331654,16436066642.707455,17659981732.804173,17558885929.37097,AutoTheta
152_CPU,39410723485.09144,15211850291.037468,14698274139.978514,15237003401.449085,25200330320.70271,15314921251.73348,15955083277.640923,15188284757.922068,15955083277.640923,15135246329.372623,19600950218.040005,AutoTheta
153_CPU,39394286259.63655,15182865253.321363,14817737920.99125,15213887075.71321,15038257860.094143,15314320872.687046,15942500695.653816,15672371193.967281,15942500695.653816,16279909889.04934,20516226248.06134,AutoTheta
154_CPU,41594720025.5704,41490272708.5032,18910159143.804028,18816415369.068577,19678563849.0756,19159601253.93689,17996358977.592346,16863676307.1779,17996358977.592346,18816667106.700684,16601164834.022623,prophet
155_CPU,41621302178.851685,17035082192.22433,17037794805.333458,17026589695.19833,26962899959.687477,17147614280.084755,17843547442.772472,17207949096.666943,17843547442.772472,17285833943.449112,16739780071.775217,prophet
156_CPU,41222625124.145935,16539870107.984415,16464036626.789076,16539962474.022694,24422061255.387527,16716150005.454502,17351627629.06815,16676270600.630495,17351627629.06815,16615708378.631834,16570541273.885126,AutoTheta
157_CPU,39739374589.63252,15121707562.582365,15029278177.34624,15071878282.93655,23134245034.829002,15032873016.964611,15980331639.629889,15420196295.063784,15980331639.629889,15006892164.90747,14902537570.740639,prophet
158_CPU,41908395737.61277,17578824460.0242,17559237010.20603,17579576344.986103,27066530550.612415,17746493412.311855,18686418739.90135,17822669699.80169,18686418739.90135,17166465432.43861,17287719454.7827,Naive
159_CPU,40543260069.819626,15918659843.777538,15932541749.112545,15921332046.853548,27002896139.93686,16086939831.775969,16916733305.902073,15956011725.307585,16916733305.902073,16135501531.695585,17622567191.232662,AutoARIMA
15_CPU,30277652871.85225,2268801378.738368,2260963070.7129536,2266986056.924262,8389684181.827848,2351862801.944891,3107717286.445811,2403967477.322906,3107717286.445811,2261371984.362614,4115990580.602386,AutoTheta
160_CPU,9561923096.542465,1169226797.0040438,1118480997.8135517,1155764015.6582365,5191425148.88568,1186940981.206361,1640822627.645586,1225167235.1034536,1640822627.645586,1105511117.8319464,3245625999.236974,Naive
161_CPU,7185301689.517608,7090087218.253614,7108896552.487738,7081287390.87485,7083168070.607909,7098865195.910778,7154709174.157595,7106440461.015189,7154709174.157595,7193262753.762027,7176454648.400809,AutoETS
162_CPU,14120675301.551222,738484214.6495837,1771501549.2130234,738466053.4241494,1241922033.0663617,768402790.1253663,862736616.1264595,735561305.9180899,862736616.1264595,925999373.2359242,792836691.8962932,WindowAverage
163_CPU,1140562574828.388,79641664515.92998,74849493124.92975,79634419911.14804,259596612472.90427,83102998258.56657,117125451782.43622,98961050383.13889,117125451782.43622,71517392172.487,270717774014.39288,Naive
164_CPU,3574460441.2557874,209963653.33070105,208717795.67012334,209156858.492562,1281668745.8912206,223977777.27841106,300876260.3331611,203590621.78037986,300876260.3331611,263883997.4995682,335611672.06779444,WindowAverage
165_CPU,3647595619.7156043,1545035104.4776504,424201077.9026427,589720677.7553686,4.0580503708765544e+16,367103679.47065556,1000234963.5072311,587622715.6421363,1000234963.5072311,1298776305.622884,352080636.9213687,prophet
166_CPU,2916978061.343101,730034937.160481,306711020.9364293,578123594.077695,1.1407917874672774e+18,299454499.7891778,500269728.0002585,403773883.424148,500269728.0002585,605403436.3495834,270739007.86441255,prophet
167_CPU,117121678908.97389,4618519943.166337,4222216849.9944677,4597351232.007149,24221269274.244377,4583424422.676784,4978847809.481274,4492858704.097681,4978847809.481274,4462946184.715461,5937108910.512455,AutoTheta
168_CPU,26213636352.98877,1308739580.7977426,1178295587.781823,1317481280.7049036,17418059284.076645,1177890988.1760185,1389670976.90945,1362706349.8506646,1389670976.90945,1337124260.4232767,5456945167.339748,MSTL
169_CPU,2769365014.0291305,946848212.3571432,949202908.10466,949144757.6732223,1720898287.3028986,935478340.6871378,955274271.6917646,946106506.2795969,955274271.6917646,1005317837.2731249,853792581.2597065,prophet
16_CPU,26227371059.84069,2194663649.196845,2253686130.8719873,2212213404.439414,6833707458.925954,2269983846.9590616,2707361992.6028686,2193926507.466421,2707361992.6028686,2227313723.540761,2763603944.5750637,WindowAverage
170_CPU,659673394326.8303,179825567085.9372,233708057513.9577,195687813378.7738,59183666883.30461,156587936166.74063,169220469214.73312,168928449512.43195,169220469214.73312,159249500988.91574,206986074177.84457,CES
171_CPU,588355376.335956,433781910.7213656,448417557.0849566,421846748.493492,597670015.894764,413414551.2273241,350011445.6670813,349974470.7849691,350011445.6670813,439008793.0300095,447667626.7245255,WindowAverage
172_CPU,2210524103.0521884,2076074333.5128686,7420416070.009863,2093271975.175694,4289939452.9197173,2093513839.2282953,2070435747.989317,2076587748.9940982,2070435747.989317,2094863480.4482405,15895239972.983046,SeasonalNaive
173_CPU,2106161049.4460485,1976898581.7122004,7459724826.232406,1995446676.5562527,4036085223.691629,1987535886.8783932,1955924834.5811005,1982276511.556933,1955924834.5811005,1987904033.6911438,16282334073.868286,SeasonalNaive
174_CPU,2162338226.379684,2024677629.526301,5555517904.149287,2037173377.7939472,4563968584.1842785,2032466880.5545487,2010766508.4721985,2021686977.4119713,2010766508.4721985,2031990378.1442459,14611064989.050396,SeasonalNaive
175_CPU,2226330424.373461,2102514066.1850154,5485600430.684742,2106695825.2854893,4553006718.053285,2096236280.79091,2091916973.725727,2105426959.1422384,2091916973.725727,2108981194.0533829,13477607936.535563,SeasonalNaive
176_CPU,2205282979.5309324,2072036671.5916817,4838638177.520084,2133680969.4128368,4109515855.0931673,2098889569.4042737,2070034497.0958042,2069706979.9689353,2070034497.0958042,2133687952.9227743,13141259976.958355,WindowAverage
177_CPU,243661249480.2691,10351451799.643864,10812353881.985237,10350886383.947607,68148053154.68683,10888770885.397226,10453393652.85248,10027508382.831223,10453393652.85248,9583000093.601938,23779918582.162785,Naive
178_CPU,768449102.5872895,146317251.99571458,132060725.27850753,125111825.82598774,317799749.6880398,123410867.04871637,157572742.91284433,214838457.72667593,157572742.91284433,221587567.57810214,592790964.5806698,MSTL
179_CPU,873306194227.719,583118580516.8656,551530510725.8042,574172950777.6772,564095760942.6959,571981836194.0211,589976572631.4949,589466929913.8254,589976572631.4949,582441064700.8407,592673934606.7737,AutoTheta
17_CPU,26000219229.264965,22482745449.462402,2186235511.280936,2187555650.0471177,2248929994.2543893,2263429137.7082267,2624665466.726105,2211068411.7348595,2624665466.726105,2208901083.465396,2448831325.096214,AutoTheta
180_CPU,2241050154.769686,1018483979.8440796,1539080524.4451308,1719342939.8810074,973443301.3419272,1326254973.8645625,2876992820.6317406,2059588682.344499,2876992820.6317406,1059287365.4515938,3449635024.734245,CES
181_CPU,47950791928.70987,12681073328.761322,11614133026.242416,12396902248.82518,11780205283.274376,12580102200.720692,15519079353.370401,14209061451.044403,15519079353.370401,12810072285.881964,18646410956.26782,AutoTheta
182_CPU,17792768768.42009,963307147.0171803,1038794736.5427177,960794248.8123353,9186310940.623596,890170936.0336,1379381047.0081255,961011773.4810963,1379381047.0081255,1094119020.8582106,1987315455.5631642,MSTL
183_CPU,4269678067.376377,4238537139.699787,1003093707.0169806,1000715317.6736599,1240538463.9755225,1013296527.2705864,1825042846.0127301,1281993828.9881358,1825042846.0127301,1282160276.905616,1177614284.8663158,AutoETS
184_CPU,5808600566.5626955,5737387157.009232,3279582617.155903,3266614504.4213166,3306600366.7726436,3368310616.798645,4454630543.445017,3250668216.8532896,4454630543.445017,3300441934.120867,3383111668.5987954,WindowAverage
185_CPU,1236742391794.2822,1219688398385.2935,527200874337.0769,442169325180.78827,911347875217.9557,407969228676.5111,478636190312.63513,473327664743.57733,478636190312.63513,437907033855.5988,529842237934.153,MSTL
186_CPU,603866970239.1321,602921416242.6453,522675718153.67816,522676700572.463,631699252962.7394,477660727717.94214,514497413380.6496,510697721677.94446,514497413380.6496,523201342440.08887,692594227526.7339,MSTL
187_CPU,610291864684.4763,609100106843.6934,528837893719.0292,541114006356.4343,638856797186.2267,486833924265.8563,542776523084.98413,538950385215.20074,542776523084.98413,540871777409.29553,882380080743.0847,MSTL
188_CPU,8256243894.958262,657256521.423368,621482213.6120199,721800426.0774381,77794233112.75475,598805216.5901605,657333837.4608161,699115688.6696264,657333837.4608161,698006761.5227332,902809446.933978,MSTL
189_CPU,8907594608.281399,879388161.4380318,1330919468.6321895,814710598.5932668,4988024963.892409,755659857.8256243,1395445553.3660061,841919450.4071805,1395445553.3660061,917400877.2036529,2522964469.195978,MSTL
18_CPU,33889098853.26189,32325477871.922127,1703876260.961725,1711142961.2529109,9574410738.10448,1667791158.2595637,2294667561.7852764,1735939134.8329844,2294667561.7852764,1707608239.6053677,2210484089.610678,MSTL
190_CPU,26659234.46154632,28570609.449240107,10494352.309353601,9635777.047865741,11915576.908191474,10581552.088916961,16317337.369110852,10854482.694819208,16317337.369110852,29667166.782818813,10095265.41909229,AutoETS
191_CPU,7064180598.716243,970353576.2823356,1334527363.4125178,955228184.0170367,5038843595.495902,835021330.8046712,908175303.0934477,957791504.9831872,908175303.0934477,885153378.920614,2494882325.766254,MSTL
192_CPU,11459275498.097752,520866878.7537935,904548107.3444136,516438386.9467103,4829202072.967231,512137360.791032,558803714.3939449,509907016.9836506,558803714.3939449,560621539.9259573,4342971367.9368105,WindowAverage
193_CPU,44290917937.04294,44431479551.38388,39416374988.69279,39412806524.10598,125237281607.8622,820045431834.9741,36307349184.17051,36121769373.71745,36307349184.17051,40710658226.801384,3210294367493.477,WindowAverage
194_CPU,1194495265667.323,1101978002898.8008,1131270380797.7622,1131271630735.5317,1176506312738.0173,1625227601133.466,1117722022933.9568,1071834053207.3433,1117722022933.9568,1129336186059.1309,4536127175629.213,WindowAverage
195_CPU,1236891089663.1182,1112539265436.6257,1510482016794.9658,1222703362546.84,1263284278351.2825,1944974045698.1616,1187731102037.0134,1118797575472.4685,1187731102037.0134,1226014126375.901,3365836115182.6025,AutoARIMA
196_CPU,1179675572707.109,1084570994800.8116,1311387954822.4985,1128048792006.1118,1178754248354.658,1831432081684.4294,1112948965926.1494,1063625957661.874,1112948965926.1494,1130945247708.1052,3438862728216.64,WindowAverage
197_CPU,1085100409328.1318,971005865206.9642,1199446145053.3064,1038793367543.9384,1073347444028.0463,1469918219671.9038,1053094194219.7935,1051387878372.2335,1053094194219.7935,1035403191519.9202,5054189090710.387,AutoARIMA
198_CPU,2073176546030.5664,70261290924.56635,70221635837.24486,70222070739.12123,273646413169.4473,70237694955.84393,73125573595.55576,70985778189.95212,73125573595.55576,70043866697.08595,100121370158.20956,Naive
199_CPU,14428773220.461737,881153284.1857791,885217257.9450966,877771800.2171084,9179662637.618923,856179994.8028,1013014506.5170323,883861922.91595,1013014506.5170323,894382859.5746291,3564882386.1860404,MSTL
19_CPU,7422996489.935388,6520052517.759245,885411584.2009522,754328239.3230591,6293737775.036714,794391915.8149772,1046994446.8881544,721174548.1452897,1046994446.8881544,726844792.4104599,1060106272.8015766,WindowAverage
1_CPU,118285787947.94855,77529494305.4855,90770886293.07759,76690760040.08627,121809458314.86029,81288626851.3711,85892161323.40923,83952405869.3699,85892161323.40923,94490270945.14507,111473540987.49681,AutoETS
200_CPU,14746171840.73243,896283527.0311943,873181219.4544955,950344670.5553796,8792348837.844446,972812717.2804134,1221164547.4695325,834198531.6467087,1221164547.4695325,843629254.2237316,7175959764.182975,WindowAverage
201_CPU,14509363938.843426,1050981472.2438293,971675615.0210819,1132147370.094512,7780033487.741199,1022144682.395765,1170111214.0243804,941656824.0687994,1170111214.0243804,882615512.9153103,7000901093.664631,Naive
202_CPU,26438462.84855086,6385630.33261699,6298981.9800184015,6219767.543105334,6605940.481373591,6558264.6996095,8555427.195702635,6306919.27634848,8555427.195702635,7493095.682433225,6089233.150798461,prophet
203_CPU,734474418733.2218,456563427653.56586,462231561703.96655,446642277956.3659,621986026832.825,457297755985.55914,444448301205.8731,447197973149.27704,444448301205.8731,483196039485.7509,637411925229.9763,SeasonalNaive
204_CPU,1430660438576.5652,512000678286.89716,599905305919.7723,584735667243.439,507399176566.19727,684558835411.5363,1850438272291.8394,408044817880.50305,1850438272291.8394,584856052275.4014,2035585996944.032,WindowAverage
205_CPU,89419484000.96388,41533019920.53509,81647837303.54703,42333186997.714066,133805039433.19705,42293687413.4821,42901357150.776,42546497592.58299,42901357150.776,34185997126.480988,108580559843.23334,Naive
206_CPU,809551347072.6257,645873050351.3844,621216151237.0968,644918595245.4875,720241753862.0215,643355960211.2363,648143982977.2762,645823058924.0298,648143982977.2762,650253487853.4637,644781159763.8389,AutoTheta
207_CPU,6751179240.1207285,1317121215.0094652,1441656389.2701433,1360298575.7570682,2408333609.0979457,1233173739.833728,1192023784.6846015,1084243595.6419206,1192023784.6846015,928660376.1415302,4276212845.0829353,Naive
208_CPU,7635503470.350466,6271181699.557036,6435661460.181171,6893706401.770913,2854076980.9876122,6672916645.241142,7433823381.875174,7003251604.2956915,7433823381.875174,7993811864.930717,12414353398.093845,CES
209_CPU,13013661876.984043,1533752519.2485943,1132971947.0662951,1514014278.9852157,12379521749.975115,2176950891.3234816,2266345088.7023873,1299804888.1430016,2266345088.7023873,1409250181.594593,32911099975.098827,AutoTheta
20_CPU,53113700229.460464,53274618130.69609,74745384926.18597,53274618130.69609,55385251202.883316,53274618130.69327,53274618130.69609,53274618130.69609,53274618130.69609,53274618130.69609,54260596590.833984,Unnamed: 0
210_CPU,13232924091.241829,1384449788.2449048,1272558618.9562454,1432696597.388652,11884286932.315434,2318358088.7876196,2666836553.7800107,1728324837.1490877,2666836553.7800107,1347612778.417347,33878891011.99836,AutoTheta
211_CPU,1174056183082.8228,50939530369.36719,363532128199.36383,50042659248.75798,1041540045848.2949,51241776428.53143,51199259905.827576,49871746706.28855,51199259905.827576,50060604250.16499,292994704712.8257,WindowAverage
212_CPU,20661145363.701336,7284895786.173464,5657753235.599185,6249430951.053119,7355116581.486175,6536328238.513648,8979670110.468264,6175164611.813333,8979670110.468264,7184674788.360238,18811765296.362328,AutoTheta
213_CPU,4044280491319.021,482482472252.21027,473666472616.1252,491981295672.4596,1719343416627.211,504033437132.2143,481751664449.53577,482391064292.571,481751664449.53577,481208303418.34656,1323021758534.3232,AutoTheta
214_CPU,10380764819.404964,10309956082.951416,6141571419.838667,6403987997.127979,4824997488.170974,6447239622.178425,18091270336.316795,7742722738.425548,18091270336.316795,5375871264.724987,7113569799.418155,CES
215_CPU,5096388195.00813,485349690.3425791,463957597.254018,476752875.3175321,1160118186.8303885,471120010.83616275,511580958.0437116,1345778259.2740242,511580958.0437116,1354353101.208312,1047099272.2183963,AutoTheta
216_CPU,8621803091.72205,881916562.7530888,957335172.8447269,881604658.6942753,4160755891.064252,739059907.0013824,978192293.8111123,893548728.354243,978192293.8111123,1011257089.9395819,13932232042.230982,MSTL
217_CPU,1623873597.8369522,1464593863.5470822,91522832.79225735,92415284.46672918,457753871.54601413,95238158.95346603,108593151.93951298,94876753.91210471,108593151.93951298,160341423.88974845,103237964.54341257,AutoTheta
218_CPU,51303483006.021255,43137224234.68364,2815716951.275281,7482047697.416242,21980259893.715717,2445883674.2161245,2955761554.9493523,3102663545.5419645,2955761554.9493523,14567762010.410782,3299345893.817241,MSTL
219_CPU,526517299474.6441,24958444150.457333,27240015028.937916,25635782611.35289,108744120797.82329,28842982255.311993,29087563404.815094,26920958757.475437,29087563404.815094,22791225484.80255,38980744513.419266,Naive
21_CPU,1248583490.6652298,716518784.7625129,721123693.7316288,715223166.0137026,861096833.8818643,913553960.5230099,1483043193.338539,717870036.2351499,1483043193.338539,5465186040.056041,797550020.5121452,AutoETS
