unique_id,AutoARIMA,AutoTheta,AutoETS,CES,MSTL,SeasonalNaive,WindowAverage,SeasWA,Naive,prophet,best_model
273_CPU,0.06822131,0.06549575,0.06427041,0.1756007,0.0722575,0.15493156,0.073008224,0.15493156,0.062031515,0.36883907675750555,Naive
274_CPU,88.02887,89.82774,89.81894,181.80592,99.71083,101.04825,99.4303,101.04825,89.818855,166.7054789193223,AutoARIMA
275_CPU,3.967159,11.356987,2.5024233,14.192735,1.9692657,1.9692521,3.523355,1.9692521,3.727133,5.413491286158243,SeasonalNaive
276_CPU,10.074341,9.553974,10.089316,2.9225702,8.624682,9.344785,9.346486,9.344785,10.1451435,2.7679696381159,prophet
277_CPU,0.018995594,0.011150461,0.009440433,0.019977542,0.009684203,0.011990084,0.018540287,0.011990084,0.020198077,0.01585699489252392,AutoETS
278_CPU,0.40214828,0.40212548,0.4029141,0.40301958,0.40598693,0.4144697,0.4025356,0.4144697,0.40480933,0.40720689689280315,AutoTheta
279_CPU,0.6283096,0.60200816,0.60334545,1.7159898,0.7405252,0.6724799,0.5682488,0.6724799,0.55992293,3.199331386960342,Naive
27_CPU,1.929411,2.0118625,1.9214765,12.545773,2.4186337,2.4528906,2.0910175,2.4528906,1.91323,15.086609790074643,Naive
280_CPU,42.936626,7.6166277,7.7806354,28.796476,7.545424,7.575982,9.934283,7.575982,11.976198,8.30862649749732,MSTL
281_CPU,1.4165152,0.16284367,0.16283678,1.3751813,0.19780004,0.16275631,0.16281916,0.16275631,0.16519192,0.4287722680399989,SeasonalNaive
282_CPU,0.10867933,0.45193252,0.114197195,0.37717432,0.10876483,0.111433685,0.4783964,0.111433685,0.50602573,0.3802282805792161,AutoARIMA
283_CPU,1.0223511,1.0352724,1.0235646,1.0190052,1.0277759,1.044859,1.0187315,1.044859,1.0861105,1.0996927842456,WindowAverage
284_CPU,0.6992021,0.2980662,0.2694439,0.40438333,0.28405857,0.29690892,0.38426486,0.29690892,0.44265175,0.28018954457804246,AutoETS
285_CPU,15.650401,37.13132,34.250477,15.60236,19.367374,22.251148,13.071964,22.251148,38.42278,20.796915111581793,WindowAverage
286_CPU,0.43146035,1.5982372,0.59547025,4.2311816,0.20535548,0.21191925,0.3976705,0.21191925,0.5955607,6.115353206083659,MSTL
287_CPU,1.6616809,2.2223396,1.8640773,9.794289,2.484321,2.3534112,1.741581,2.3534112,2.8423078,1.5240103038071064,prophet
288_CPU,28.420927,23.863293,71.54983,49.596775,26.517168,26.730328,45.053436,26.730328,71.54765,27.6123504790016,AutoTheta
289_CPU,0.8317351,0.80624604,0.8076654,0.8080575,0.81295735,0.84642524,0.82204306,0.84642524,0.820704,0.8278341108219144,AutoTheta
